age_house,age_garg,age_rem,lot_area,wood_deck_sf,open_porch_sf,lot_frontage,bsmtfin_sf_1,fireplaces,totrms_abvgrd,mas_vnr_area,full_bath,1st_flr_sf,total_bsmt_sf,garage_cars,garage_area,gr_liv_area,overall_qual,saleprice,ms_zoning,street,lot_shape,land_contour,utilities,condition_2,bldg_type,house_style,roof_matl,mas_vnr_type,exter_qual,bsmt_qual,bsmt_cond,kitchen_qual,garage_type,garage_finish,garage_qual,garage_cond,sale_type,neighborhood,exterior_1st,exterior_2nd
30,28.0,30,6285,192,0,64.0,138.0,0,5,0.0,1,894,894.0,1.0,308.0,894,5,120750,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,TA,Detchd,Unf,TA,TA,WD ,Sawyer,Plywood,Plywood
34,34.0,34,19508,117,108,95.0,800.0,2,6,144.0,2,1430,1430.0,2.0,484.0,1430,6,192000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,Veenker,HdBoard,ImStucc
41,41.0,3,10265,204,0,68.0,758.0,0,6,0.0,1,992,992.0,1.0,294.0,992,5,145000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,Attchd,RFn,TA,TA,WD ,Sawyer,HdBoard,HdBoard
43,43.0,43,10184,345,75,83.0,580.0,1,6,379.0,1,1146,1083.0,1.0,294.0,1146,6,165000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,HdBoard,HdBoard
15,15.0,4,46589,517,76,52.0,1361.0,1,8,528.0,2,1686,1629.0,3.0,711.0,2448,8,402000,RL,Pave,IR2,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,Gd,Gd,Attchd,RFn,TA,TA,WD ,NoRidge,VinylSd,VinylSd
1,1.0,1,5911,196,56,48.0,472.0,1,6,278.0,2,1565,1560.0,2.0,556.0,1565,9,282500,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Ex,Ex,TA,Ex,Attchd,RFn,TA,TA,WD ,NridgHt,MetalSd,MetalSd
42,42.0,42,11500,0,0,77.0,872.0,1,6,0.0,1,1040,1040.0,2.0,480.0,1040,6,163000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Fa,TA,Fa,TA,Attchd,RFn,TA,TA,WD ,NAmes,HdBoard,HdBoard
12,12.0,12,12257,222,98,65.0,56.0,1,9,513.0,2,1328,1318.0,3.0,752.0,2531,8,290000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NoRidge,VinylSd,VinylSd
11,11.0,10,9044,198,92,82.0,1225.0,1,8,526.0,2,1335,1325.0,3.0,933.0,2538,8,330000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NoRidge,VinylSd,VinylSd
36,36.0,36,1680,0,0,21.0,254.0,0,5,504.0,1,483,483.0,1.0,264.0,987,6,111000,RM,Pave,Reg,Lvl,AllPub,Norm,Twnhs,2Story,CompShg,BrkFace,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,BrDale,HdBoard,HdBoard
7,7.0,7,9468,176,73,45.0,639.0,1,7,148.0,2,840,840.0,2.0,530.0,1755,6,214000,RL,Pave,IR2,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,TA,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
55,37.0,55,9373,0,0,102.0,500.0,0,6,84.0,1,1152,1152.0,2.0,636.0,1152,5,137500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
6,6.0,6,7000,0,35,70.0,622.0,1,7,0.0,2,1016,926.0,2.0,581.0,1884,7,240900,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,Gd,Gd,TA,Ex,Attchd,RFn,TA,TA,WD ,Somerst,CemntBd,CmentBd
18,18.0,18,10186,240,39,107.0,674.0,1,8,0.0,2,1061,750.0,2.0,564.0,1923,7,190000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NoRidge,HdBoard,HdBoard
7,7.0,7,11664,262,93,90.0,1234.0,0,6,0.0,2,1611,1569.0,3.0,1231.0,1611,7,250000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
31,31.0,3,10768,0,21,90.0,1157.0,1,6,0.0,2,1437,1437.0,2.0,528.0,1437,5,218000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,Veenker,Plywood,Plywood
14,14.0,14,10530,235,86,78.0,819.0,1,8,194.0,2,1091,1148.0,2.0,473.0,2075,7,255000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,Unf,TA,TA,WD ,NWAmes,MetalSd,MetalSd
43,43.0,9,9350,0,92,85.0,633.0,1,6,0.0,2,1265,1219.0,2.0,502.0,1265,5,179900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,None,TA,TA,TA,Gd,Attchd,RFn,TA,TA,WD ,NAmes,BrkFace,BrkFace
67,42.0,57,7000,0,0,50.0,375.0,0,6,0.0,1,720,720.0,2.0,720.0,1215,6,141000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,Gd,Detchd,Fin,TA,TA,WD ,IDOTRR,Wd Sdng,Wd Sdng
1,1.0,1,10367,168,45,87.0,1015.0,1,8,284.0,2,1743,1739.0,3.0,927.0,1743,9,335000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,RFn,TA,TA,ConLI,NridgHt,VinylSd,VinylSd
33,33.0,6,15240,316,85,38.0,198.0,0,5,0.0,1,1026,1026.0,1.0,308.0,1026,5,150000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,TA,Attchd,Unf,TA,TA,WD ,CollgCr,CemntBd,CmentBd
25,25.0,19,50271,857,72,68.0,1810.0,1,5,0.0,0,1842,1842.0,3.0,894.0,1842,9,385000,RL,Pave,IR1,Low,AllPub,Norm,1Fam,1Story,WdShngl,None,Gd,Ex,TA,Gd,Attchd,Fin,TA,TA,WD ,Veenker,WdShing,Wd Shng
44,44.0,19,13600,0,42,85.0,454.0,3,7,176.0,2,1186,768.0,2.0,486.0,1986,7,205000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,HdBoard,HdBoard
4,4.0,4,6762,105,61,64.0,686.0,0,6,24.0,2,1208,1187.0,2.0,632.0,1208,7,206000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
55,55.0,55,8877,0,0,67.0,836.0,0,6,0.0,1,1220,836.0,2.0,396.0,1220,4,102000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Fa,Fa,TA,Detchd,Unf,TA,TA,COD,Edwards,Wd Sdng,Wd Sdng
50,5.0,5,13300,75,0,70.0,494.0,0,6,0.0,1,1384,1015.0,2.0,896.0,1384,5,159000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,Wd Sdng,VinylSd
32,17.0,32,6500,0,0,65.0,1033.0,1,6,84.0,1,1127,1127.0,2.0,480.0,1127,6,135000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,Ex,TA,Detchd,Unf,TA,TA,WD ,Edwards,HdBoard,Plywood
52,52.0,34,9525,182,0,75.0,444.0,0,7,0.0,2,1216,994.0,1.0,325.0,1855,6,136900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,Fa,TA,Attchd,Unf,TA,TA,WD ,Edwards,Wd Sdng,Wd Sdng
45,45.0,12,6993,0,0,65.0,465.0,1,6,0.0,1,1236,912.0,1.0,288.0,1236,5,135000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,Sawyer,HdBoard,Plywood
10,10.0,10,9430,0,128,82.0,1163.0,1,8,673.0,2,1268,1252.0,3.0,856.0,2365,8,337000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NoRidge,VinylSd,VinylSd
92,1.0,57,10320,0,0,60.0,375.0,1,7,0.0,1,1138,1138.0,2.0,720.0,2180,6,161000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,Fa,TA,Detchd,Unf,TA,TA,WD ,IDOTRR,MetalSd,MetalSd
22,22.0,22,4084,240,0,42.0,893.0,1,6,340.0,2,1501,1277.0,2.0,512.0,1501,7,241500,RL,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,Timber,VinylSd,VinylSd
46,46.0,46,7943,64,0,61.0,903.0,0,5,192.0,1,1029,1029.0,1.0,261.0,1029,4,118500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkCmn,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,Sawyer,VinylSd,VinylSd
48,48.0,48,6930,168,0,92.0,300.0,0,6,120.0,1,1352,1062.0,1.0,288.0,1352,5,130000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,TA,TA,TA,Gd,BuiltIn,Unf,TA,TA,WD ,ClearCr,Wd Sdng,ImStucc
0,0.0,0,16052,250,0,82.0,1206.0,1,11,734.0,2,1850,1850.0,3.0,736.0,2698,10,535000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,RFn,TA,TA,New,StoneBr,VinylSd,VinylSd
47,47.0,47,7150,0,0,65.0,140.0,0,6,60.0,1,912,912.0,1.0,252.0,912,5,123000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,Sawyer,VinylSd,VinylSd
88,73.0,43,5350,0,192,53.0,116.0,0,7,0.0,1,730,624.0,1.0,288.0,1450,7,132000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,OldTown,Wd Sdng,Wd Shng
41,41.0,41,10544,287,0,68.0,476.0,0,8,0.0,2,864,864.0,1.0,275.0,1479,5,161000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,Mitchel,HdBoard,HdBoard
8,8.0,7,11316,0,40,80.0,624.0,1,8,44.0,2,824,817.0,2.0,510.0,1894,7,214900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,BuiltIn,Fin,TA,TA,WD ,Timber,VinylSd,VinylSd
0,0.0,0,8640,0,60,72.0,24.0,0,5,0.0,2,1278,1278.0,2.0,584.0,1278,8,198600,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,New,Somerst,VinylSd,VinylSd
43,43.0,16,9350,333,0,85.0,270.0,0,7,108.0,2,1302,1302.0,1.0,309.0,1302,6,158000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,TA,Gd,TA,Gd,Attchd,RFn,TA,TA,CWD,NAmes,HdBoard,HdBoard
36,36.0,36,13001,0,0,128.0,492.0,1,6,176.0,2,1220,1625.0,2.0,944.0,1220,6,170000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NWAmes,HdBoard,HdBoard
2,2.0,1,3843,162,53,44.0,1476.0,1,5,174.0,2,1648,1596.0,2.0,482.0,1648,8,230000,RM,Pave,IR1,HLS,AllPub,Norm,TwnhsE,1Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,New,Crawfor,CemntBd,CmentBd
19,19.0,19,5950,0,73,65.0,319.0,1,5,0.0,2,1337,1337.0,2.0,462.0,1337,8,188500,RL,Pave,IR1,HLS,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,StoneBr,HdBoard,HdBoard
66,66.0,56,12400,0,0,80.0,602.0,1,7,0.0,1,1125,901.0,1.0,410.0,1717,5,194000,RL,Pave,Reg,HLS,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,Gd,TA,TA,Attchd,Unf,TA,TA,WD ,Crawfor,Wd Sdng,Wd Sdng
52,52.0,50,10425,0,0,75.0,774.0,0,5,0.0,1,1104,1104.0,1.0,384.0,1104,5,133000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,MetalSd,MetalSd
8,8.0,8,8998,0,70,68.0,527.0,0,6,120.0,2,782,782.0,2.0,532.0,1652,7,207500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
4,4.0,3,11645,144,98,78.0,24.0,1,7,76.0,2,1498,1498.0,3.0,844.0,1498,8,237000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Ex,TA,Gd,Attchd,Fin,TA,TA,WD ,CollgCr,VinylSd,VinylSd
44,13.0,44,8250,240,0,60.0,288.0,0,6,0.0,1,1053,1053.0,2.0,692.0,1053,5,142100,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,2Types,RFn,TA,TA,WD ,NAmes,MetalSd,MetalSd
1,1.0,1,12350,192,98,95.0,1232.0,1,7,450.0,2,2020,2020.0,3.0,896.0,2020,9,404000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,RFn,TA,TA,WD ,NridgHt,VinylSd,VinylSd
3,3.0,3,6240,192,38,48.0,863.0,1,6,176.0,2,1324,1324.0,2.0,550.0,1324,8,254000,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,NridgHt,MetalSd,MetalSd
54,54.0,54,9532,225,0,75.0,595.0,1,6,0.0,1,1647,1105.0,1.0,280.0,1647,4,153000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,NAmes,VinylSd,VinylSd
77,77.0,0,6060,154,0,60.0,737.0,0,5,0.0,1,1001,837.0,1.0,216.0,1001,5,124900,C (all),Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,TA,TA,Gd,Detchd,Unf,TA,Po,WD ,IDOTRR,MetalSd,MetalSd
49,49.0,2,10007,0,0,72.0,806.0,0,5,54.0,1,1053,1053.0,1.0,312.0,1053,5,145500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,TA,TA,Gd,Attchd,RFn,TA,TA,WD ,NAmes,HdBoard,HdBoard
85,85.0,56,7830,0,0,52.0,416.0,0,3,0.0,1,492,492.0,1.0,200.0,492,3,61500,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Fa,TA,TA,Detchd,Unf,Fa,TA,WD ,OldTown,AsbShng,AsbShng
94,94.0,44,10320,0,0,60.0,276.0,0,7,0.0,1,754,698.0,1.0,308.0,1403,6,116000,RM,Pave,Reg,Bnk,AllPub,Norm,2fmCon,2Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,IDOTRR,MetalSd,MetalSd
49,49.0,49,10482,224,0,65.0,507.0,0,6,63.0,1,1138,588.0,1.0,264.0,1138,6,145000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,VinylSd,VinylSd
6,6.0,6,15274,0,116,110.0,1972.0,1,10,724.0,2,2452,2452.0,3.0,886.0,2452,9,445000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,NridgHt,VinylSd,VinylSd
32,32.0,1,8800,0,0,61.0,532.0,0,5,0.0,2,1040,1040.0,2.0,484.0,1040,5,150500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,Gd,Detchd,Unf,TA,TA,WD ,CollgCr,HdBoard,HdBoard
35,35.0,35,10140,0,0,78.0,888.0,1,6,196.0,2,1116,1116.0,2.0,528.0,1116,6,167900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NWAmes,Plywood,Plywood
51,51.0,51,8856,0,88,74.0,621.0,2,6,143.0,1,1176,1176.0,1.0,292.0,1176,5,136500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
44,44.0,2,7800,0,0,65.0,240.0,0,5,47.0,1,892,864.0,1.0,416.0,892,5,137900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,Gd,Detchd,Unf,TA,TA,WD ,Sawyer,HdBoard,HdBoard
99,53.0,3,7200,0,30,60.0,247.0,0,4,0.0,1,1022,1022.0,1.0,280.0,1022,5,85000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,OldTown,MetalSd,Stucco
55,55.0,55,10680,0,30,89.0,756.0,0,7,44.0,2,2136,2136.0,2.0,528.0,2136,5,137900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,Fa,TA,Detchd,Unf,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
10,10.0,10,9535,100,82,59.0,851.0,0,7,0.0,2,926,926.0,2.0,472.0,1604,6,195500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,TA,Gd,TA,TA,Attchd,Fin,TA,TA,WD ,Gilbert,VinylSd,VinylSd
47,46.0,1,8100,132,0,75.0,764.0,1,5,0.0,1,864,864.0,1.0,420.0,864,5,135000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,Detchd,Unf,TA,TA,WD ,Sawyer,Wd Sdng,Wd Sdng
59,59.0,39,6000,0,12,50.0,384.0,0,6,0.0,1,768,768.0,1.0,308.0,1328,5,129500,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,OldTown,Wd Sdng,Wd Sdng
69,69.0,58,6000,0,0,50.0,264.0,1,7,0.0,2,874,739.0,1.0,240.0,1342,6,105000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,BrkSide,Wd Sdng,Wd Sdng
33,33.0,33,8410,193,0,82.0,924.0,1,5,0.0,1,1026,970.0,2.0,528.0,1026,6,143000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,SFoyer,CompShg,None,TA,Gd,TA,TA,Attchd,Unf,TA,TA,WD ,Mitchel,Plywood,Plywood
7,7.0,7,4385,155,58,42.0,964.0,1,5,0.0,1,1419,1419.0,2.0,588.0,1419,9,290000,FV,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,Somerst,VinylSd,VinylSd
1,1.0,0,12919,0,67,100.0,2188.0,2,11,760.0,2,2364,2330.0,3.0,820.0,2364,9,611657,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,New,NridgHt,VinylSd,VinylSd
13,9.0,13,12464,168,0,82.0,732.0,0,6,0.0,1,1040,1040.0,2.0,576.0,1040,5,152000,RL,Pave,IR2,Low,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,Gd,Detchd,Unf,TA,TA,WD ,CollgCr,VinylSd,VinylSd
18,18.0,18,5005,0,82,43.0,263.0,0,5,0.0,2,1280,1280.0,2.0,506.0,1280,8,191500,RL,Pave,IR1,HLS,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,StoneBr,HdBoard,HdBoard
67,67.0,9,6960,0,0,70.0,258.0,2,6,0.0,1,798,680.0,1.0,224.0,1302,7,165250,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,Gd,Attchd,Unf,TA,TA,WD ,Sawyer,Wd Sdng,Wd Sdng
42,42.0,42,9825,259,0,75.0,609.0,0,6,0.0,1,1092,1092.0,1.0,264.0,1092,5,123000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,COD,Edwards,HdBoard,HdBoard
52,52.0,52,14175,102,89,88.0,776.0,1,4,0.0,1,1188,988.0,2.0,621.0,1188,6,185000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,Gd,TA,Attchd,Unf,TA,TA,WD ,Sawyer,HdBoard,HdBoard
44,44.0,44,7400,0,0,74.0,809.0,0,6,0.0,1,1045,1045.0,2.0,528.0,1045,7,120000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
41,41.0,41,10738,224,0,88.0,792.0,1,6,0.0,2,1093,1093.0,2.0,484.0,1093,6,158500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NWAmes,HdBoard,HdBoard
73,38.0,2,7200,256,0,60.0,350.0,0,6,0.0,1,575,560.0,2.0,576.0,1135,7,155000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,Gd,Gd,Gd,Gd,Detchd,RFn,TA,TA,WD ,SWISU,Wd Sdng,Wd Sdng
5,5.0,4,8834,184,0,74.0,1170.0,1,10,216.0,2,1462,1462.0,3.0,738.0,2224,9,350000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,Stone,Gd,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,NridgHt,VinylSd,VinylSd
9,9.0,9,9179,0,88,68.0,633.0,0,7,158.0,2,882,873.0,2.0,588.0,1790,7,193000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
53,53.0,53,9600,0,0,80.0,504.0,0,5,0.0,1,1050,1050.0,1.0,338.0,1050,5,128900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
13,13.0,12,17242,870,86,114.0,292.0,1,11,738.0,3,1933,1733.0,3.0,959.0,3500,9,584500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Ex,TA,Ex,Attchd,RFn,TA,TA,WD ,NoRidge,MetalSd,MetalSd
53,53.0,53,10215,0,0,75.0,492.0,0,5,132.0,1,948,864.0,1.0,248.0,948,4,111000,RL,Pave,Reg,Bnk,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,Edwards,Wd Sdng,Wd Sdng
3,3.0,3,3180,0,166,30.0,390.0,0,5,0.0,2,600,600.0,2.0,480.0,1200,6,165000,FV,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,2Story,CompShg,None,Gd,Gd,TA,Gd,Detchd,RFn,TA,TA,WD ,Somerst,MetalSd,MetalSd
5,5.0,4,11362,125,185,107.0,1039.0,1,7,42.0,2,1836,1836.0,3.0,862.0,1836,8,280000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Ex,TA,Gd,Attchd,Fin,TA,TA,WD ,NridgHt,MetalSd,MetalSd
5,5.0,4,10845,216,28,92.0,1149.0,1,7,504.0,2,1575,1603.0,3.0,732.0,1575,8,284000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,NridgHt,VinylSd,VinylSd
47,47.0,26,9760,657,0,80.0,717.0,1,7,218.0,1,1395,1395.0,2.0,440.0,1395,6,192000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
2,2.0,1,9100,120,33,70.0,24.0,1,8,0.0,2,1836,1860.0,2.0,484.0,1836,7,216837,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,CollgCr,VinylSd,VinylSd
48,48.0,48,9600,0,22,80.0,658.0,0,6,203.0,2,1496,1296.0,2.0,450.0,1496,5,141500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Fa,TA,TA,Gd,Attchd,RFn,TA,TA,WD ,NAmes,MetalSd,MetalSd
41,41.0,5,9764,0,0,57.0,702.0,0,5,0.0,1,894,894.0,2.0,450.0,894,5,130000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,Attchd,RFn,TA,TA,WD ,Sawyer,VinylSd,VinylSd
